segment_id,s_node_id,e_node_id,period,actual_velocity,time,LOS,congestion_factor,risk_factor
1622,3239047771,5763160801,period_11_30,18.0,0.005372127254950415,A,0.0,5.0
1622,3239047771,5763160801,period_12_00,18.0,0.005372127254950415,A,0.0,5.0
1622,3239047771,5763160801,period_12_30,18.0,0.005372127254950415,A,0.0,5.0
1624,5763160801,366381386,period_7_00,18.0,0.0335757953434401,A,0.0,5.0
1626,366436931,2993499702,period_13_30,8.955223880597016,0.044091734445005526,C,0.23122710622710618,5.0
1626,366436931,2993499702,period_10_30,11.612903225806452,0.03400108875112367,B,0.1259157509157509,5.0
1626,366436931,2993499702,period_9_30,18.0,0.021936186291047526,A,0.0,5.0
1626,366436931,2993499702,period_13_30,0.7880910683012259,0.5010224948875256,F,5.0,5.0
1712,366388641,5757727775,period_4_30,18.0,0.005372127254950415,A,0.0,5.0
1722,366382396,5757727784,period_4_30,18.0,0.007162836339933887,A,0.0,5.0
1734,3216188897,366459049,period_4_30,18.0,0.008058190882425622,A,0.0,5.0
1738,5757727786,366427385,period_4_30,18.0,0.010296577238654962,A,0.0,5.0
1746,5757727788,5757721441,period_4_30,18.0,0.011639609052392566,A,0.0,5.0
1752,5757721493,5757800699,period_4_30,18.0,0.0026860636274752075,A,0.0,5.0
1764,5762744176,366471734,period_4_30,18.0,0.01298264086613017,A,0.0,5.0
1774,5762744182,366401589,period_4_30,18.0,0.0049244499837045475,A,0.0,5.0
1780,5762744156,5762744162,period_4_30,18.0,0.02999437717347315,A,0.0,5.0
1786,366408650,5762744102,period_4_30,18.0,0.00671515906868802,A,0.0,5.0
1796,5762744077,366408615,period_4_30,18.0,0.017459413578588847,A,0.0,5.0
1802,366433785,4865522547,period_4_30,18.0,0.03223276352970249,A,0.0,1.8535958904109586
2063,2434647895,366445888,period_23_30,8.955223880597016,0.011697807097654526,C,0.23122710622710618,5.0
2063,2434647895,366445888,period_0_00,7.142857142857143,0.014665907406014632,D,0.34798534798534797,5.0
2064,2434647895,4929127560,period_23_30,5.278592375366569,0.05801002080803957,E,0.5517399267399268,5.0
2064,2434647895,4929127560,period_0_00,7.142857142857143,0.04286957549450431,D,0.34798534798534797,5.0
