_id,segment_id,date,weekday,period,LOS,s_node_id,e_node_id,length,street_id,max_velocity,street_level,street_name,street_type,long_snode,lat_snode,long_enode,lat_enode
0,26,2021-04-16,4,period_0_30,A,366428456,366416066,116,32575820,,4,Nguyễn Văn Bá,tertiary,106.7687324,10.8415062,106.769254,10.8424219
1,33,2020-08-02,6,period_23_30,C,366469460,3792257828,26,32575862,,3,Đường số 5,secondary,106.7619572,10.87865,106.7621428,10.8788077
2,33,2020-08-03,0,period_0_00,D,366469460,3792257828,26,32575862,,3,Đường số 5,secondary,106.7619572,10.87865,106.7621428,10.8788077
3,67,2021-03-09,1,period_9_30,B,366403668,5755066033,7,32575862,,3,Đường số 5,secondary,106.7684119,10.880817,106.7684611,10.8807714
4,67,2021-03-23,1,period_9_30,B,366403668,5755066033,7,32575862,,3,Đường số 5,secondary,106.7684119,10.880817,106.7684611,10.8807714
5,70,2020-08-02,6,period_23_30,D,5816921541,4614188871,8,32575864,40.0,3,Châu Văn Liêm,secondary,106.6590317,10.7519402,106.6590192,10.7520169
6,70,2020-08-03,0,period_0_00,E,5816921541,4614188871,8,32575864,40.0,3,Châu Văn Liêm,secondary,106.6590317,10.7519402,106.6590192,10.7520169
7,71,2020-08-02,6,period_23_30,E,366441747,5738173336,43,32575869,,4,Lê Văn Thịnh,unclassified,106.7657368,10.7765916,106.7659642,10.7769125
8,71,2020-08-03,0,period_0_00,C,366441747,5738173336,43,32575869,,4,Lê Văn Thịnh,unclassified,106.7657368,10.7765916,106.7659642,10.7769125
9,161,2020-09-11,4,period_0_30,A,3202462316,3202462317,21,32575935,,3,Tân Phú,primary_link,106.7236203,10.7336193,106.7238132,10.7336036
10,173,2020-12-28,0,period_4_30,A,2299416638,4639027499,9,32575943,,4,Lê Minh Xuân,tertiary,106.651613,10.786231,106.6516988,10.7862517
11,173,2020-12-28,0,period_7_30,A,2299416638,4639027499,9,32575943,,4,Lê Minh Xuân,tertiary,106.651613,10.786231,106.6516988,10.7862517
12,175,2020-12-09,2,period_14_00,A,4639027499,4639027501,67,32575943,,4,Lê Minh Xuân,tertiary,106.6516988,10.7862517,106.6522962,10.7864133
13,175,2020-12-27,6,period_3_00,A,4639027499,4639027501,67,32575943,,4,Lê Minh Xuân,tertiary,106.6516988,10.7862517,106.6522962,10.7864133
14,175,2020-12-27,6,period_4_00,A,4639027499,4639027501,67,32575943,,4,Lê Minh Xuân,tertiary,106.6516988,10.7862517,106.6522962,10.7864133
15,177,2020-12-09,2,period_14_30,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
16,177,2020-12-27,6,period_4_30,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
17,177,2020-12-28,0,period_4_00,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
18,177,2020-12-28,0,period_5_00,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
19,177,2020-12-28,0,period_6_30,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
20,177,2020-12-28,0,period_7_00,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
21,177,2020-12-28,0,period_7_30,A,4639027501,5772608672,25,32575943,,4,Lê Minh Xuân,tertiary,106.6522962,10.7864133,106.652518,10.7864733
22,179,2020-12-28,0,period_5_30,A,5772608672,366430703,47,32575943,,4,Lê Minh Xuân,tertiary,106.652518,10.7864733,106.6529364,10.7865865
23,179,2020-12-28,0,period_6_00,A,5772608672,366430703,47,32575943,,4,Lê Minh Xuân,tertiary,106.652518,10.7864733,106.6529364,10.7865865
24,181,2020-12-09,2,period_15_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
25,181,2020-12-27,6,period_3_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
26,181,2020-12-27,6,period_3_30,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
27,181,2020-12-27,6,period_4_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
28,181,2020-12-27,6,period_4_30,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
29,181,2020-12-28,0,period_4_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
30,181,2020-12-28,0,period_4_30,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
31,181,2020-12-28,0,period_5_30,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
32,181,2020-12-28,0,period_7_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
33,181,2020-12-28,0,period_8_00,A,366430703,5772608671,10,32575943,,4,Lê Minh Xuân,tertiary,106.6529364,10.7865865,106.6530256,10.7866106
34,184,2021-01-15,4,period_3_00,E,3011828036,5772608671,52,32575943,,4,Lê Minh Xuân,tertiary,106.65349,10.7867363,106.6530256,10.7866106
35,185,2020-08-02,6,period_5_00,C,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
36,185,2020-11-30,0,period_5_00,B,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
37,185,2020-12-09,2,period_14_00,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
38,185,2020-12-19,5,period_13_30,D,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
39,185,2020-12-24,3,period_0_00,E,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
40,185,2020-12-24,3,period_0_30,F,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
41,185,2020-12-24,3,period_3_00,E,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
42,185,2020-12-27,6,period_2_30,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
43,185,2020-12-27,6,period_4_30,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
44,185,2020-12-28,0,period_4_30,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
45,185,2020-12-28,0,period_5_00,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
46,185,2020-12-28,0,period_7_30,A,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
47,185,2021-01-05,1,period_3_30,F,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
48,185,2021-03-09,1,period_10_30,C,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
49,185,2021-03-16,1,period_11_00,E,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
50,185,2021-03-23,1,period_10_30,C,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
51,185,2021-03-31,2,period_0_30,B,5769406267,366410141,35,32575944,,4,Phú Hòa,unclassified,106.6510434,10.7849204,106.6513624,10.7848857
52,206,2020-11-30,0,period_5_00,B,2233730987,5772608664,54,32575944,,4,Phú Hòa,unclassified,106.6538061,10.7856285,106.6533302,10.7854926
53,207,2020-11-30,0,period_4_30,B,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
54,207,2020-11-30,0,period_6_00,B,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
55,207,2020-12-03,3,period_1_00,E,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
56,207,2020-12-03,3,period_4_30,E,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
57,207,2020-12-10,3,period_0_30,F,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
58,207,2020-12-24,3,period_0_00,C,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
59,207,2020-12-24,3,period_3_00,F,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
60,207,2021-01-05,1,period_1_00,C,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
61,207,2021-01-05,1,period_3_30,F,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
62,207,2021-01-19,1,period_11_30,D,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
63,207,2021-03-11,3,period_12_00,F,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
64,207,2021-03-11,3,period_7_00,F,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
65,207,2021-03-16,1,period_5_30,D,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
66,207,2021-03-31,2,period_0_30,C,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
67,207,2021-04-07,2,period_14_00,D,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
68,207,2021-04-14,2,period_1_00,E,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
69,207,2021-04-15,3,period_5_00,C,366422378,5802629829,49,32575966,,3,Lê Văn Lương,secondary,106.7024735,10.6893503,106.7025394,10.6897893
70,299,2020-08-03,0,period_1_00,F,1779408275,2027431006,15,32575985,,4,Nguyễn Khoái,tertiary,106.6939259,10.7558779,106.6939906,10.7557574
71,309,2020-11-27,4,period_12_00,C,1780010853,366422916,95,32575985,,4,Nguyễn Khoái,tertiary,106.6948938,10.7541206,106.6952956,10.7533608
72,424,2020-12-10,3,period_14_30,A,5151366713,5716917501,14,32576099,,4,Nguyễn Văn Lượng,unclassified,106.6799748,10.8384914,106.680097,10.8385342
73,424,2020-12-12,5,period_7_00,A,5151366713,5716917501,14,32576099,,4,Nguyễn Văn Lượng,unclassified,106.6799748,10.8384914,106.680097,10.8385342
74,424,2020-12-13,6,period_12_30,A,5151366713,5716917501,14,32576099,,4,Nguyễn Văn Lượng,unclassified,106.6799748,10.8384914,106.680097,10.8385342
75,428,2020-12-23,2,period_23_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
76,428,2020-12-26,5,period_10_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
77,428,2020-12-26,5,period_11_00,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
78,428,2020-12-26,5,period_11_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
79,428,2020-12-26,5,period_12_00,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
80,428,2020-12-26,5,period_12_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
81,428,2020-12-26,5,period_8_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
82,428,2020-12-26,5,period_9_00,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
83,428,2020-12-26,5,period_9_30,A,1706528933,1672907094,89,32576112,,4,Trương Quốc Dung,unclassified,106.672673,10.7950667,106.6730459,10.794347
84,430,2020-12-26,5,period_10_00,A,366448695,1706528933,39,32576112,,4,Trương Quốc Dung,unclassified,106.6724893,10.7953772,106.672673,10.7950667
85,430,2020-12-26,5,period_7_30,A,366448695,1706528933,39,32576112,,4,Trương Quốc Dung,unclassified,106.6724893,10.7953772,106.672673,10.7950667
86,432,2020-08-02,6,period_23_30,E,4979973980,366449673,42,32576127,,4,Tản Đà,tertiary,106.6646409,10.7510333,106.664706,10.7506566
87,432,2020-08-03,0,period_0_00,C,4979973980,366449673,42,32576127,,4,Tản Đà,tertiary,106.6646409,10.7510333,106.664706,10.7506566
88,433,2020-08-02,6,period_23_30,E,4979973980,4589132514,50,32576127,,4,Tản Đà,tertiary,106.6646409,10.7510333,106.6645422,10.7514798
89,433,2020-08-03,0,period_0_00,C,4979973980,4589132514,50,32576127,,4,Tản Đà,tertiary,106.6646409,10.7510333,106.6645422,10.7514798
90,434,2020-08-02,6,period_23_30,C,4589132514,4979973980,50,32576127,,4,Tản Đà,tertiary,106.6645422,10.7514798,106.6646409,10.7510333
91,434,2020-08-03,0,period_0_00,D,4589132514,4979973980,50,32576127,,4,Tản Đà,tertiary,106.6645422,10.7514798,106.6646409,10.7510333
92,435,2020-08-02,6,period_23_30,C,4589132514,366433158,89,32576127,,4,Tản Đà,tertiary,106.6645422,10.7514798,106.6643846,10.7522719
93,435,2020-08-03,0,period_0_00,D,4589132514,366433158,89,32576127,,4,Tản Đà,tertiary,106.6645422,10.7514798,106.6643846,10.7522719
94,436,2020-08-02,6,period_23_30,F,366433158,4589132514,89,32576127,,4,Tản Đà,tertiary,106.6643846,10.7522719,106.6645422,10.7514798
95,436,2020-08-03,0,period_0_00,C,366433158,4589132514,89,32576127,,4,Tản Đà,tertiary,106.6643846,10.7522719,106.6645422,10.7514798
96,437,2020-08-02,6,period_23_30,F,366433158,5816931407,69,32576127,,4,Tản Đà,tertiary,106.6643846,10.7522719,106.6642633,10.7528813
97,437,2020-08-03,0,period_0_00,D,366433158,5816931407,69,32576127,,4,Tản Đà,tertiary,106.6643846,10.7522719,106.6642633,10.7528813
98,438,2020-08-02,6,period_23_30,C,5816931407,366433158,69,32576127,,4,Tản Đà,tertiary,106.6642633,10.7528813,106.6643846,10.7522719
99,438,2020-08-03,0,period_0_00,E,5816931407,366433158,69,32576127,,4,Tản Đà,tertiary,106.6642633,10.7528813,106.6643846,10.7522719
100,439,2020-08-02,6,period_23_30,C,5816931407,4589132512,73,32576127,,4,Tản Đà,tertiary,106.6642633,10.7528813,106.6641339,10.7535319
101,439,2020-08-03,0,period_0_00,C,5816931407,4589132512,73,32576127,,4,Tản Đà,tertiary,106.6642633,10.7528813,106.6641339,10.7535319
102,440,2020-08-02,6,period_23_30,E,4589132512,5816931407,73,32576127,,4,Tản Đà,tertiary,106.6641339,10.7535319,106.6642633,10.7528813
103,440,2020-08-03,0,period_0_00,E,4589132512,5816931407,73,32576127,,4,Tản Đà,tertiary,106.6641339,10.7535319,106.6642633,10.7528813
104,441,2020-08-02,6,period_23_30,C,5797643308,5797643307,34,32576156,,4,Đường số 7,tertiary,106.6190633,10.7515592,106.6193735,10.7516045
105,441,2020-08-03,0,period_0_00,D,5797643308,5797643307,34,32576156,,4,Đường số 7,tertiary,106.6190633,10.7515592,106.6193735,10.7516045
106,566,2021-01-09,5,period_14_00,A,3178335371,2495745975,24,32576202,,4,Nguyễn Hồng Đào,tertiary,106.6418466,10.7924125,106.6419251,10.7926149
107,679,2020-12-21,0,period_15_00,B,4950034787,4950034788,25,32576377,,4,Trường Sa,tertiary,106.6855754,10.7925479,106.6857977,10.7926023
108,679,2020-12-22,1,period_14_00,B,4950034787,4950034788,25,32576377,,4,Trường Sa,tertiary,106.6855754,10.7925479,106.6857977,10.7926023
109,679,2020-12-22,1,period_15_00,B,4950034787,4950034788,25,32576377,,4,Trường Sa,tertiary,106.6855754,10.7925479,106.6857977,10.7926023
110,680,2020-12-21,0,period_14_30,B,4950034787,5764899744,90,32576377,,4,Trường Sa,tertiary,106.6855754,10.7925479,106.6847572,10.7926798
111,985,2020-12-18,4,period_1_30,A,3191421708,1497312726,40,32576602,,3,Trần Não,secondary,106.730462,10.7912282,106.730523,10.7915893
112,996,2021-04-16,4,period_11_00,A,1497312738,1497312743,42,32576602,,3,Trần Não,secondary,106.7311474,10.7954388,106.7312122,10.7958158
113,1002,2020-12-30,2,period_11_00,C,5735415569,5735415570,16,32576602,,3,Trần Não,secondary,106.7315976,10.7979228,106.7316171,10.7980684
114,1044,2020-12-18,4,period_11_00,E,3382829560,3382829566,127,32576690,,4,Phạm Đăng Giảng,tertiary,106.60636,10.8214287,106.6069027,10.8224463
115,1046,2020-12-18,4,period_11_00,F,5737827281,3382829560,102,32576690,,4,Phạm Đăng Giảng,tertiary,106.6058968,10.8206311,106.60636,10.8214287
116,1048,2020-12-18,4,period_11_00,E,3382829581,5737827281,101,32576690,,4,Phạm Đăng Giảng,tertiary,106.6054378,10.8198409,106.6058968,10.8206311
117,1050,2020-12-18,4,period_11_00,F,5740194878,3382829581,14,32576690,,4,Phạm Đăng Giảng,tertiary,106.6053707,10.8197247,106.6054378,10.8198409
118,1054,2020-12-18,4,period_11_00,F,3382829584,5740194880,58,32576690,,4,Phạm Đăng Giảng,tertiary,106.6049673,10.819026,106.605231,10.8194828
119,1054,2020-12-18,4,period_1_00,E,3382829584,5740194880,58,32576690,,4,Phạm Đăng Giảng,tertiary,106.6049673,10.819026,106.605231,10.8194828
120,1059,2020-12-18,4,period_1_00,E,366400431,5025883618,50,32576690,,4,Phạm Đăng Giảng,tertiary,106.6046358,10.8184504,106.6044259,10.818044
121,1341,2020-12-10,3,period_0_30,B,366390663,2445304739,114,32576820,,4,Đại Lộ III,tertiary,106.7753601,10.8136383,106.7743679,10.8133046
122,1341,2021-01-15,4,period_0_30,B,366390663,2445304739,114,32576820,,4,Đại Lộ III,tertiary,106.7753601,10.8136383,106.7743679,10.8133046
123,1341,2021-04-14,2,period_0_30,C,366390663,2445304739,114,32576820,,4,Đại Lộ III,tertiary,106.7753601,10.8136383,106.7743679,10.8133046
124,1341,2021-04-15,3,period_5_00,F,366390663,2445304739,114,32576820,,4,Đại Lộ III,tertiary,106.7753601,10.8136383,106.7743679,10.8133046
125,1499,2020-12-12,5,period_7_30,A,366424612,366479343,25,32576893,,4,Dương Thị Mười,tertiary,106.6368278,10.8703305,106.6367225,10.8701212
126,1500,2020-11-29,6,period_15_30,A,366424612,5762725656,11,32576893,,4,Dương Thị Mười,tertiary,106.6368278,10.8703305,106.6368738,10.8704226
127,1500,2020-11-29,6,period_2_00,A,366424612,5762725656,11,32576893,,4,Dương Thị Mười,tertiary,106.6368278,10.8703305,106.6368738,10.8704226
128,1548,2021-04-22,3,period_1_30,E,5735452041,366443905,204,32577095,,4,Trần Não,tertiary,106.7324889,10.8008263,106.7306201,10.8006739
129,1549,2020-12-18,4,period_1_30,A,366443905,5735452021,5,32577095,,4,Trần Não,tertiary,106.7306201,10.8006739,106.7305713,10.8006707
130,1549,2020-12-22,1,period_1_30,C,366443905,5735452021,5,32577095,,4,Trần Não,tertiary,106.7306201,10.8006739,106.7305713,10.8006707
131,1549,2021-04-15,3,period_1_30,A,366443905,5735452021,5,32577095,,4,Trần Não,tertiary,106.7306201,10.8006739,106.7305713,10.8006707
132,1549,2021-04-19,0,period_1_30,B,366443905,5735452021,5,32577095,,4,Trần Não,tertiary,106.7306201,10.8006739,106.7305713,10.8006707
133,1549,2021-04-22,3,period_1_30,A,366443905,5735452021,5,32577095,,4,Trần Não,tertiary,106.7306201,10.8006739,106.7305713,10.8006707
134,1551,2020-12-18,4,period_1_30,B,366461102,366410160,21,32577095,,4,Trần Não,tertiary,106.7295323,10.800603,106.7293575,10.8005193
135,1551,2021-04-15,3,period_1_30,A,366461102,366410160,21,32577095,,4,Trần Não,tertiary,106.7295323,10.800603,106.7293575,10.8005193
136,1551,2021-04-19,0,period_1_30,A,366461102,366410160,21,32577095,,4,Trần Não,tertiary,106.7295323,10.800603,106.7293575,10.8005193
137,1551,2021-04-22,3,period_1_30,E,366461102,366410160,21,32577095,,4,Trần Não,tertiary,106.7295323,10.800603,106.7293575,10.8005193
138,1552,2021-04-15,3,period_1_30,F,366410160,366442996,16,32577095,,4,Phường Thảo Điền,tertiary,106.7293575,10.8005193,106.7292655,10.8003967
139,1553,2021-04-22,3,period_1_30,E,366442996,366441338,27,32577095,,4,Trần Não,tertiary,106.7292655,10.8003967,106.7292475,10.8001505
140,1554,2020-12-18,4,period_1_30,C,366441338,5735415579,30,32577095,,4,Trần Não,tertiary,106.7292475,10.8001505,106.7292928,10.7998829
141,1554,2021-04-15,3,period_1_30,C,366441338,5735415579,30,32577095,,4,Trần Não,tertiary,106.7292475,10.8001505,106.7292928,10.7998829
142,1555,2021-04-22,3,period_1_30,A,5735415579,378299077,4,32577095,,4,Trần Não,tertiary,106.7292928,10.7998829,106.7293008,10.7998391
143,1558,2020-11-16,0,period_14_00,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
144,1558,2020-11-18,2,period_12_00,D,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
145,1558,2020-11-19,3,period_11_30,D,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
146,1558,2020-11-20,4,period_12_00,E,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
147,1558,2020-11-28,5,period_14_00,C,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
148,1558,2020-12-01,1,period_12_00,C,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
149,1558,2020-12-15,1,period_11_30,C,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
150,1558,2020-12-21,0,period_15_00,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
151,1558,2020-12-21,0,period_15_30,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
152,1558,2020-12-21,0,period_16_00,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
153,1558,2020-12-22,1,period_13_30,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
154,1558,2020-12-22,1,period_14_00,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
155,1558,2020-12-22,1,period_15_30,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
156,1558,2020-12-23,2,period_13_30,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
157,1558,2020-12-23,2,period_14_00,B,5719731384,3758592298,5,32577116,,4,Thích Quảng Đức,tertiary,106.6785195,10.8082313,106.6785674,10.8082363
158,1564,2020-11-29,6,period_3_00,A,366475297,3654066975,25,32577116,,4,Thích Quảng Đức,tertiary,106.6788772,10.8080783,106.6790756,10.807965
159,1566,2020-11-28,5,period_14_30,B,3654066975,366462375,19,32577116,,4,Thích Quảng Đức,tertiary,106.6790756,10.807965,106.6792258,10.8078754
160,1567,2020-11-29,6,period_3_00,B,366462375,3654066975,19,32577116,,4,Thích Quảng Đức,tertiary,106.6792258,10.8078754,106.6790756,10.807965
161,1578,2020-11-29,6,period_3_00,A,2487526100,3654066941,29,32577116,,4,Thích Quảng Đức,tertiary,106.6796872,10.8073327,106.6799018,10.8071706
162,1607,2020-12-26,5,period_10_00,A,5778872990,366446926,28,32577116,,4,Thích Quảng Đức,tertiary,106.6828971,10.8048539,106.6826965,10.8050192
163,1607,2020-12-26,5,period_9_00,A,5778872990,366446926,28,32577116,,4,Thích Quảng Đức,tertiary,106.6828971,10.8048539,106.6826965,10.8050192
164,1609,2020-12-26,5,period_11_00,A,3654067005,5778872990,36,32577116,,4,Thích Quảng Đức,tertiary,106.6831745,10.8046635,106.6828971,10.8048539
165,1609,2020-12-26,5,period_11_30,A,3654067005,5778872990,36,32577116,,4,Thích Quảng Đức,tertiary,106.6831745,10.8046635,106.6828971,10.8048539
166,1609,2020-12-26,5,period_12_00,A,3654067005,5778872990,36,32577116,,4,Thích Quảng Đức,tertiary,106.6831745,10.8046635,106.6828971,10.8048539
167,1609,2020-12-26,5,period_12_30,A,3654067005,5778872990,36,32577116,,4,Thích Quảng Đức,tertiary,106.6831745,10.8046635,106.6828971,10.8048539
168,1611,2020-12-26,5,period_10_30,A,5778872989,3654067005,33,32577116,,4,Thích Quảng Đức,tertiary,106.6834083,10.8044643,106.6831745,10.8046635
169,1611,2020-12-26,5,period_7_00,A,5778872989,3654067005,33,32577116,,4,Thích Quảng Đức,tertiary,106.6834083,10.8044643,106.6831745,10.8046635
170,1613,2020-12-26,5,period_10_00,A,5763293916,5778872989,33,32577116,,4,Thích Quảng Đức,tertiary,106.6836401,10.8042718,106.6834083,10.8044643
171,1613,2020-12-26,5,period_9_30,A,5763293916,5778872989,33,32577116,,4,Thích Quảng Đức,tertiary,106.6836401,10.8042718,106.6834083,10.8044643
172,1617,2020-12-23,2,period_23_00,A,710640671,3654066932,11,32577116,,4,Thích Quảng Đức,tertiary,106.6837704,10.8041511,106.683699,10.804223
173,1617,2020-12-26,5,period_8_30,A,710640671,3654066932,11,32577116,,4,Thích Quảng Đức,tertiary,106.6837704,10.8041511,106.683699,10.804223
174,1617,2020-12-26,5,period_9_00,A,710640671,3654066932,11,32577116,,4,Thích Quảng Đức,tertiary,106.6837704,10.8041511,106.683699,10.804223
175,1619,2020-12-26,5,period_9_30,A,5763160800,710640671,18,32577116,,4,Thích Quảng Đức,tertiary,106.6838996,10.8040412,106.6837704,10.8041511
176,1622,2020-12-26,5,period_11_00,A,3239047771,5763160801,12,32577116,,4,Thích Quảng Đức,tertiary,106.6839828,10.803935,106.6840534,10.8038417
177,1622,2020-12-26,5,period_11_30,A,3239047771,5763160801,12,32577116,,4,Thích Quảng Đức,tertiary,106.6839828,10.803935,106.6840534,10.8038417
