_id,segment_id,date,weekday,period,LOS,s_node_id,e_node_id,length,street_id,max_velocity,street_level,street_name,street_type,long_snode,lat_snode,long_enode,lat_enode
27821,63375,2020-11-30,0,period_5_00,B,366379977,5780574623,0,468724782,,2,3 Tháng 2,primary,106.6640311,10.7659517,106.6640385,10.7659563
27822,63376,2020-08-02,6,period_23_30,F,5780574623,366473383,96,468724782,,2,3 Tháng 2,primary,106.6640385,10.7659563,106.6648075,10.7663826
27823,63376,2020-08-03,0,period_0_00,D,5780574623,366473383,96,468724782,,2,3 Tháng 2,primary,106.6640385,10.7659563,106.6648075,10.7663826
27824,63377,2020-08-02,6,period_23_30,B,4631890833,5788625779,9,468724783,,2,3 Tháng 2,primary,106.6570309,10.762175,106.6571073,10.7622198
27825,63377,2020-08-03,0,period_0_00,D,4631890833,5788625779,9,468724783,,2,3 Tháng 2,primary,106.6570309,10.762175,106.6571073,10.7622198
27826,63377,2020-12-20,6,period_10_00,E,4631890833,5788625779,9,468724783,,2,3 Tháng 2,primary,106.6570309,10.762175,106.6571073,10.7622198
27827,63377,2020-12-20,6,period_11_30,D,4631890833,5788625779,9,468724783,,2,3 Tháng 2,primary,106.6570309,10.762175,106.6571073,10.7622198
27828,63378,2020-08-02,6,period_23_30,E,5788625779,5788625756,46,468724783,,2,3 Tháng 2,primary,106.6571073,10.7622198,106.6574825,10.762425
27829,63378,2020-08-03,0,period_0_00,C,5788625779,5788625756,46,468724783,,2,3 Tháng 2,primary,106.6571073,10.7622198,106.6574825,10.762425
27830,63379,2020-08-02,6,period_23_30,E,5788625756,3150623837,140,468724783,,2,3 Tháng 2,primary,106.6574825,10.762425,106.6586066,10.7630396
27831,63379,2020-08-03,0,period_0_00,D,5788625756,3150623837,140,468724783,,2,3 Tháng 2,primary,106.6574825,10.762425,106.6586066,10.7630396
27832,63380,2020-08-02,6,period_23_30,C,3150623837,2433653217,9,468724783,,2,3 Tháng 2,primary,106.6586066,10.7630396,106.6586792,10.7630794
27833,63380,2020-08-03,0,period_0_00,E,3150623837,2433653217,9,468724783,,2,3 Tháng 2,primary,106.6586066,10.7630396,106.6586792,10.7630794
27834,63381,2020-08-02,6,period_23_30,E,2433653217,4632009841,158,468724783,,2,3 Tháng 2,primary,106.6586792,10.7630794,106.6599493,10.7637744
27835,63381,2020-08-03,0,period_0_00,D,2433653217,4632009841,158,468724783,,2,3 Tháng 2,primary,106.6586792,10.7630794,106.6599493,10.7637744
